Tahun Kelahiran,Kelas Pekerjaan,fnlwgt,Pendidikan,Jenjang Pendidikan,Status,Pekerjaan,Hubungan,Etnis,sex,pendapatan,pengeluaran,hours per week,Asal Negara,jumlah_anak,income,no_income
1988,3,27053,4,4,4,12,1,1,0,0,0,40,38,2,0,0
1972,5,290856,8,7,1,2,4,1,1,0,0,40,38,0,1,0
1986,4,159179,11,9,1,2,4,1,1,0,0,45,38,3,1,0
1981,2,26915,7,5,1,1,4,1,1,0,0,45,38,0,1,0
1988,5,382635,8,7,3,4,1,1,0,0,0,35,14,2,0,0
1987,2,195148,4,4,1,9,5,1,1,3137,0,40,38,3,0,0
1980,3,38876,4,4,1,10,4,1,1,0,0,40,38,0,0,0
1969,3,147098,2,2,1,9,4,1,1,0,0,50,38,2,0,0
1990,2,157446,4,4,3,9,1,1,1,0,0,45,38,3,0,0
1959,5,323006,4,4,2,12,1,2,0,0,0,25,38,3,0,0
2005,2,459248,4,4,0,8,0,1,1,0,0,30,38,0,0,0
1990,2,204991,5,6,3,1,5,1,1,0,0,44,38,0,0,0
1996,2,183151,3,3,1,8,4,1,1,7688,0,40,38,0,1,0
1972,2,99307,6,5,1,5,4,1,1,3103,0,48,38,3,1,0
2000,5,126613,8,7,0,2,5,1,0,0,0,20,38,0,0,0
1997,2,145284,4,4,1,10,4,1,1,0,0,40,38,1,0,0
1951,5,232871,2,2,1,11,4,1,1,2228,0,10,38,1,0,0
1990,2,37646,6,5,1,9,4,1,1,0,0,65,38,2,0,0
2004,2,34706,5,6,0,1,0,2,1,0,0,47,38,0,0,0
1995,2,568490,4,4,1,9,4,1,1,0,0,40,38,0,0,0
1957,5,258973,4,4,3,12,0,1,0,0,0,24,38,3,0,0
2005,5,144429,5,6,0,2,5,1,1,0,0,10,38,0,0,0
1959,5,231604,4,4,1,2,4,1,1,0,0,45,10,2,0,0
1989,2,187119,8,7,3,5,0,1,0,0,1980,65,38,1,0,0
2002,2,336215,6,5,0,4,0,1,0,0,0,25,38,0,0,0
2002,2,134746,3,3,1,5,3,1,0,0,0,40,38,3,0,0
2004,2,39478,5,6,0,7,0,1,1,0,0,70,38,0,0,0
2004,2,262749,5,6,0,7,5,1,1,0,0,40,38,0,0,0
2001,2,196827,5,6,1,7,4,1,1,0,1902,40,38,0,0,0
1966,2,178644,4,4,2,9,1,1,1,0,0,40,38,3,0,0
1987,2,324019,6,5,0,4,0,1,0,0,0,40,38,0,0,0
1989,2,98948,8,7,1,12,3,1,0,0,0,32,38,2,0,0
1998,2,179010,5,6,0,9,0,1,1,0,0,65,38,0,0,0
1986,2,223433,4,4,0,7,0,1,1,0,0,40,38,0,0,0
1994,2,345122,11,9,1,2,4,1,1,0,0,50,38,1,0,0
1965,2,157305,0,0,0,7,0,1,1,0,0,40,5,0,0,0
2002,2,322674,5,6,0,1,5,1,1,0,0,40,38,0,0,0
1983,5,175149,4,4,3,6,0,2,0,0,0,38,38,0,0,0
1991,2,97521,4,4,0,4,5,1,1,0,0,40,38,0,0,0
1973,4,229465,9,8,1,1,4,1,1,15024,0,50,38,0,1,0
1988,2,117312,6,5,3,3,0,1,0,0,0,60,38,0,0,0
1980,5,145246,9,8,1,2,4,1,1,0,0,44,38,2,1,0
2004,2,230891,5,6,0,5,0,1,1,0,0,45,38,0,0,0
1971,2,180439,8,7,1,9,4,1,1,0,0,40,38,3,1,0
1964,2,131852,1,1,1,9,4,1,1,0,0,30,38,0,1,0
1993,2,147654,4,4,0,1,5,1,1,0,0,40,38,0,0,0
1982,5,141459,4,4,4,12,2,2,0,0,0,40,38,2,0,0
1984,2,171424,4,4,3,6,0,1,1,0,0,40,38,1,0,0
1990,2,202210,4,4,0,12,1,2,0,0,0,40,38,0,0,0
1980,2,172479,8,7,1,2,4,1,1,7688,0,40,38,3,1,0
1952,2,76860,4,4,1,2,4,3,1,0,0,1,38,2,0,0
1993,2,215047,8,7,0,4,0,1,1,0,0,50,38,0,0,0
1994,2,37646,5,6,1,8,4,1,1,0,0,40,38,3,0,0
1981,2,138184,4,4,3,12,0,2,0,0,1762,35,38,3,0,0
2004,2,116666,5,6,0,5,5,3,1,0,0,8,17,0,0,0
1977,3,355978,10,10,1,6,4,1,1,0,2002,45,38,2,0,0
1971,2,167033,5,6,0,1,0,2,0,0,0,40,38,0,0,0
1991,2,91964,5,6,0,4,1,1,1,0,0,40,38,0,0,0
1978,3,256014,7,5,1,1,4,1,1,0,0,60,38,3,0,0
1972,3,334273,8,7,1,2,4,1,1,0,0,60,38,2,1,0
1987,5,46814,8,7,0,2,0,1,1,0,0,38,38,0,0,0
1977,2,57534,5,6,1,9,4,1,1,0,0,40,38,0,1,0
1960,3,388625,3,3,1,2,4,1,1,0,0,10,38,0,1,0
1982,2,52849,5,6,1,7,4,1,1,0,0,40,38,3,0,0
1968,2,119254,3,3,3,7,0,1,0,0,0,40,38,1,0,0
1974,2,187465,3,3,3,5,0,1,0,0,0,40,38,0,0,0
1989,2,200426,4,4,1,5,3,1,0,0,0,12,38,0,0,0
1981,5,218542,4,4,0,4,1,2,0,0,0,40,38,0,0,0
1996,2,162343,4,4,0,12,0,1,1,0,0,40,31,0,0,0
1973,2,175070,6,5,1,5,4,1,1,5178,0,45,38,0,1,0
1983,2,142579,8,7,2,5,1,2,1,0,0,50,38,1,0,0
1959,2,169047,4,4,0,7,0,1,1,0,0,10,38,0,0,0
1967,2,308861,5,6,4,5,0,1,0,0,0,40,38,0,0,0
1980,2,230684,8,7,1,1,4,1,1,7688,0,50,38,2,1,0
2000,2,41356,5,6,0,1,0,1,0,0,0,40,38,0,0,0
1984,2,316820,2,2,1,5,4,1,1,4064,0,40,38,0,0,0
1991,2,246038,8,7,1,2,4,1,1,0,0,40,38,3,1,0
1971,2,89400,5,6,2,1,1,1,0,0,0,40,38,1,0,0
1991,2,112358,5,6,0,12,0,1,1,0,0,32,38,0,0,0
1993,2,174201,4,4,1,6,4,1,1,0,0,65,38,3,0,0
1984,2,84136,4,4,1,9,4,1,1,0,0,25,38,3,0,0
1990,3,203488,4,4,1,9,4,1,1,0,0,60,38,0,0,0
1984,2,287008,11,9,1,2,4,1,1,15024,0,55,10,3,1,0
1939,3,166027,4,4,2,5,0,1,0,0,0,50,38,1,0,0
2003,5,173324,5,6,0,12,5,2,1,0,0,20,38,0,0,0
1956,2,50351,9,8,0,4,0,1,0,6360,0,20,38,0,0,0
2003,2,161930,4,4,0,4,5,2,0,0,1504,30,38,0,0,0
1998,2,180246,5,6,1,1,4,1,1,7688,0,40,38,2,1,0
1988,2,88967,3,3,0,6,1,4,1,0,0,65,38,0,0,0
1989,2,44780,5,6,1,4,3,1,0,7688,0,20,38,0,1,0
1993,2,204829,4,4,3,7,0,1,1,0,0,40,38,2,0,0
2000,2,172152,8,7,0,7,0,3,1,0,0,25,34,0,0,0
1987,5,143547,8,7,0,2,0,1,0,0,0,40,38,0,0,0
2000,2,82804,4,4,0,8,1,2,0,0,0,40,38,0,0,0
1977,2,185041,5,6,1,9,4,1,1,7298,0,40,38,2,1,0
1985,2,48915,4,4,1,7,4,1,1,0,0,40,38,3,1,0
1995,2,53642,7,5,1,4,4,1,1,0,0,40,38,3,0,0
1970,2,123011,5,6,1,5,4,1,1,0,0,45,38,1,1,0
2001,2,207415,6,5,1,5,3,1,0,0,0,25,38,0,0,0
1982,2,138662,5,6,4,4,5,1,0,0,0,40,38,0,0,0
1962,2,205643,11,9,1,9,4,1,1,0,0,45,38,3,1,0
1992,4,199765,8,7,1,9,4,1,1,7688,0,50,38,0,1,0
1999,2,101812,7,5,1,5,4,1,1,0,0,41,38,1,0,0
1975,2,248895,4,4,1,7,4,1,1,0,0,45,38,0,0,0
1992,2,206609,8,7,1,1,4,1,1,0,0,60,38,0,1,0
2003,2,188535,5,6,0,1,5,1,1,0,0,40,38,0,0,0
1992,2,302845,4,4,1,1,3,1,0,0,0,48,38,2,0,0
1997,2,157941,7,5,1,5,4,1,1,0,0,45,38,3,0,0
1984,2,379919,5,6,1,7,4,1,1,0,0,40,38,2,0,0
1987,3,162834,4,4,1,5,4,1,1,0,1902,45,38,2,1,0
1995,5,339002,7,5,1,9,4,1,1,0,0,40,38,0,1,0
1971,2,201127,9,8,1,1,4,1,1,0,0,48,38,3,1,0
1969,2,31905,9,8,1,1,4,1,1,0,1977,40,38,2,1,0
2003,2,243368,0,0,0,10,0,1,1,0,0,50,24,0,0,0
1980,2,126701,4,4,3,9,1,1,1,0,0,40,38,2,0,0
1996,5,34452,11,9,1,2,4,1,1,0,0,40,38,3,0,0
1993,2,59496,5,6,1,4,4,1,1,0,0,50,38,1,0,0
1974,2,123044,9,8,1,4,4,1,1,0,0,60,38,2,1,0
2006,2,236272,4,4,0,4,5,1,0,0,0,35,38,0,0,0
1978,2,328216,8,7,1,1,4,1,1,15024,0,40,38,3,1,0
1985,3,126569,11,9,1,2,4,1,1,15024,0,60,38,1,1,0
1996,2,192283,9,8,1,5,0,1,0,0,0,80,38,0,1,0
1959,5,205024,4,4,1,12,4,1,1,0,0,8,38,3,0,0
1997,2,32519,5,6,1,5,4,3,1,0,0,55,33,3,0,0
1981,5,114508,4,4,3,1,1,1,0,0,0,40,38,2,0,0
1987,2,188069,4,4,1,7,4,1,1,0,0,40,38,0,0,0
2001,2,204653,4,4,0,8,0,1,1,0,0,72,5,0,0,0
1990,2,293900,3,3,1,9,0,2,1,0,0,55,38,3,0,0
2002,2,181773,4,4,0,6,5,2,1,0,0,40,38,0,0,0
1998,5,28366,8,7,0,2,0,1,1,0,0,40,38,0,0,0
1995,2,207064,4,4,1,7,4,1,1,0,0,40,38,3,0,0
2004,2,161978,4,4,4,7,5,1,1,0,0,40,38,2,0,0
1983,2,217455,4,4,3,4,1,1,0,0,0,40,38,2,0,0
1971,3,88506,8,7,1,2,4,1,1,0,0,40,38,3,0,0
2006,3,312634,3,3,0,2,5,1,1,0,0,25,38,0,0,0
1996,2,312588,3,3,3,12,0,1,0,0,0,40,38,1,0,0
1984,2,116632,8,7,0,5,5,1,1,0,0,40,38,0,0,0
2005,2,199484,5,6,0,12,5,1,0,0,0,25,38,0,0,0
1991,2,279173,4,4,1,2,4,1,1,0,0,60,38,0,0,0
1984,2,346189,10,10,1,2,4,1,1,0,0,40,38,0,1,0
2000,2,118657,3,3,1,7,4,1,1,0,0,40,38,0,0,0
1997,2,189974,5,6,3,4,5,1,0,0,0,20,38,3,0,0
1990,5,183801,8,7,0,12,0,1,1,0,0,14,38,0,0,0
1993,2,446512,5,6,4,12,1,2,0,0,0,40,38,2,0,0
1977,2,334039,8,7,1,1,4,1,1,7298,0,44,38,0,1,0
1996,2,47168,3,3,0,7,5,1,0,0,0,40,38,0,0,0
1991,2,168387,3,3,1,12,4,1,1,0,0,40,38,0,0,0
1987,2,110713,4,4,1,5,4,1,1,0,0,50,38,3,1,0
1983,2,168071,8,7,1,1,4,1,1,7298,0,50,38,0,1,0
1958,2,146454,5,6,1,5,4,1,1,5556,0,40,38,3,1,0
1963,2,107438,2,2,1,6,4,2,1,0,1651,40,38,0,0,0
2006,2,148952,5,6,0,12,5,1,0,0,0,24,38,0,0,0
1978,2,247043,4,4,1,6,4,1,1,0,0,40,38,2,1,0
1970,3,83311,11,9,1,2,4,1,1,0,0,30,38,1,1,0
1981,4,304906,8,7,1,5,4,1,1,0,0,45,38,2,1,0
1984,5,189610,4,4,3,4,0,2,0,0,0,52,38,1,0,0
1983,2,144032,4,4,1,1,4,1,1,0,0,60,38,0,0,0
1993,2,80933,4,4,1,9,4,1,1,0,0,52,38,0,0,0
1971,2,98791,5,6,1,3,4,1,1,0,0,40,38,2,0,0
2000,2,165054,7,5,1,9,4,1,1,0,0,40,38,3,0,0
1974,2,98215,4,4,3,12,0,1,1,0,0,40,38,0,0,0
1958,2,107196,4,4,2,3,0,1,0,0,0,18,38,2,0,0
1999,2,165622,9,8,0,5,0,1,1,0,0,55,38,0,0,0
1976,3,373606,5,6,3,5,1,1,1,0,0,65,38,1,1,0
1959,3,149049,4,4,1,5,4,1,1,0,0,40,38,1,0,0
1973,3,141388,4,4,1,10,4,1,1,0,0,55,38,3,0,0
1985,3,204756,5,6,3,10,0,1,0,0,0,20,38,3,0,0
1982,5,445382,8,7,4,1,0,1,1,0,0,45,38,0,1,0
2003,2,132243,6,5,0,12,5,1,0,0,0,5,38,0,0,0
1970,2,306985,5,6,3,4,0,1,0,0,0,40,38,1,0,0
1986,3,243484,8,7,1,4,3,1,0,0,0,28,38,0,1,0
1973,2,110747,4,4,1,9,4,1,1,0,1887,40,38,3,1,0
1954,2,35494,4,4,1,1,4,1,1,0,0,30,38,3,0,0
1993,2,354464,4,4,1,12,4,1,1,0,0,40,38,0,0,0
2002,2,175883,4,4,0,4,5,1,0,0,0,40,38,0,0,0
1982,2,153132,8,7,3,5,1,1,1,0,0,45,38,2,0,0
2002,3,361280,8,7,0,2,5,3,1,0,0,20,17,0,0,0
1991,2,165814,4,4,1,12,4,2,1,0,0,40,38,1,0,0
1989,2,356238,6,5,0,12,0,1,0,0,0,80,38,0,1,0
1998,3,86646,5,6,1,9,4,1,1,0,0,45,38,2,0,0
1994,2,185177,8,7,1,1,4,1,1,0,0,43,38,3,0,0
1977,2,32509,5,6,3,12,1,1,0,0,0,40,38,3,0,0
1995,5,251854,4,4,0,11,0,2,0,0,0,40,38,0,0,0
2002,2,117210,5,6,0,4,5,1,1,0,0,25,11,0,0,0
1996,2,148429,4,4,1,7,4,1,1,0,0,40,38,1,0,0
1988,2,186415,4,4,1,8,4,1,1,0,0,65,38,2,0,0
1977,5,99549,5,6,3,4,1,2,0,0,0,40,38,0,0,0
2002,5,255575,6,5,0,2,0,1,0,0,0,15,38,0,0,0
1985,5,287031,9,8,1,2,4,1,1,0,0,45,38,2,1,0
2006,2,243313,4,4,0,5,5,1,0,0,0,40,38,0,0,0
1983,5,248406,4,4,4,6,5,1,1,0,0,40,38,3,0,0
1987,2,385452,3,3,3,9,1,1,0,0,0,40,38,0,0,0
1995,2,107160,4,4,0,12,0,1,1,0,0,40,38,0,0,0
2003,2,305466,5,6,0,12,5,1,1,0,0,70,38,0,0,0
1976,5,247043,4,4,3,4,0,1,1,0,0,40,38,0,0,0
1975,2,360491,4,4,2,4,1,1,0,0,0,40,38,1,0,0
1990,2,179378,4,4,1,1,3,2,0,0,0,40,38,0,0,0
1985,2,237943,4,4,3,7,1,1,1,0,1726,40,38,1,0,0
1988,4,184456,8,7,0,3,0,1,1,27828,0,55,38,0,1,0
1951,4,177773,4,4,1,3,4,1,1,0,0,15,38,0,0,0
1995,2,250819,5,6,0,4,0,1,0,0,0,40,38,0,0,0
1966,3,321171,4,4,1,8,4,1,1,0,0,40,38,0,0,0
1999,2,232991,1,1,1,7,4,5,1,0,0,40,24,3,0,0
2005,2,418176,4,4,0,1,0,2,1,0,0,32,38,0,0,0
1978,2,308334,1,1,2,12,1,5,0,0,0,30,24,0,0,0
2004,2,227411,5,6,0,12,5,1,0,0,0,20,38,0,0,0
1992,2,98656,9,8,0,1,0,1,0,0,0,40,38,0,0,0
1982,2,149909,5,6,1,5,4,1,1,0,0,25,38,1,1,0
1999,2,186925,5,6,0,12,0,1,1,2597,0,48,38,0,0,0
1986,2,144860,4,4,1,9,4,1,1,0,0,65,38,0,0,0
1990,2,248795,4,4,0,7,0,1,0,0,0,45,38,0,0,0
1984,2,103395,5,6,1,9,4,1,1,0,0,45,38,2,1,0
1977,3,109421,8,7,1,1,4,1,1,0,0,50,38,0,0,0
2002,2,186452,3,3,0,9,0,1,1,0,0,30,38,0,0,0
1974,2,139464,8,7,3,2,1,1,0,0,0,36,19,2,0,0
1964,2,56248,5,6,1,5,4,1,1,0,0,40,38,3,0,0
1978,2,201699,4,4,1,9,4,1,1,0,0,40,38,1,1,0
1975,3,179048,4,4,1,5,4,1,1,0,0,60,11,3,0,0
1991,2,192663,4,4,4,5,0,1,0,0,0,35,38,0,0,0
2000,2,441700,8,7,0,3,5,1,1,0,0,40,38,0,0,0
1989,2,124483,8,7,0,5,0,3,1,0,0,50,38,0,1,0
1995,3,85572,3,3,1,12,3,1,0,0,0,5,38,3,0,0
1976,2,246891,5,6,2,5,1,1,1,0,0,50,38,2,1,0
1957,5,190661,10,10,0,2,0,1,0,7896,0,50,38,0,1,0
1996,2,120135,7,5,0,5,0,1,0,0,0,40,38,0,0,0
1989,2,153535,4,4,3,8,1,2,0,0,0,36,38,2,0,0
1976,2,118717,8,7,3,2,0,2,0,0,0,40,38,1,0,0
1989,2,63921,4,4,1,7,4,1,1,0,0,40,38,1,0,0
2003,2,27162,5,6,0,12,5,1,0,0,0,16,38,0,0,0
1982,2,303155,6,5,3,4,0,1,1,0,0,40,38,1,0,0
1985,2,237943,8,7,1,1,4,1,1,99999,0,70,38,2,1,0
2001,2,300275,4,4,0,5,0,1,1,0,0,48,38,0,0,0
1968,2,266091,8,7,0,2,0,1,0,0,0,45,24,0,0,0
1969,5,337599,5,6,3,4,0,1,1,0,0,40,38,2,0,0
1954,2,262345,5,6,0,4,0,1,0,0,0,6,38,0,0,0
1983,2,151736,3,3,0,7,0,1,1,0,0,40,38,0,0,0
1991,5,121245,8,7,1,2,4,1,1,0,0,60,38,2,1,0
1981,3,421837,5,6,1,5,4,1,1,7298,0,50,24,1,1,0
1980,2,60414,9,8,1,1,4,1,1,0,0,40,38,3,1,0
1993,2,301637,7,5,0,10,5,1,1,0,0,40,38,0,0,0
1983,2,121287,4,4,0,7,0,1,1,0,0,40,38,0,0,0
1979,5,81487,5,6,1,4,4,1,1,0,0,40,31,2,1,0
1993,5,402089,4,4,3,4,1,1,0,0,0,40,38,2,0,0
1998,2,343506,4,4,0,12,5,2,0,0,0,40,38,0,0,0
1986,2,103925,4,4,0,4,1,1,0,0,0,35,38,0,0,0
1996,2,369114,4,4,4,5,2,1,0,0,0,40,38,3,0,0
1973,2,92463,4,4,1,4,4,1,1,0,0,40,38,3,0,0
1971,3,175456,5,6,1,10,4,1,1,0,0,30,38,2,0,0
1969,2,234213,4,4,1,6,4,1,1,0,0,60,38,3,0,0
1965,2,175942,4,4,1,6,4,1,1,0,0,45,38,3,1,0
2001,5,254127,8,7,0,2,2,1,0,0,0,50,38,0,0,0
2006,2,98667,3,3,0,12,5,1,0,0,0,16,38,0,0,0
1976,2,149640,9,8,0,1,0,1,1,0,0,40,38,0,0,0
1988,2,190350,4,4,0,4,0,2,0,0,0,40,38,0,0,0
1978,2,164682,7,5,4,2,0,1,1,0,0,40,38,2,0,0
1993,2,184307,5,6,1,1,4,1,1,0,0,50,21,0,1,0
1984,3,167081,9,8,1,5,4,1,1,3103,0,50,38,0,0,0
1969,3,51499,5,6,1,10,4,1,1,0,0,72,38,1,0,0
2003,2,364685,3,3,0,3,5,1,0,0,0,35,38,0,0,0
1965,2,24384,4,4,2,13,0,1,0,0,0,40,38,3,0,0
1995,3,162298,8,7,1,5,4,1,1,0,0,70,38,3,1,0
1984,3,29036,5,6,0,7,0,1,1,0,0,35,38,0,0,0
1983,2,327606,3,3,4,9,0,2,1,0,0,40,38,1,0,0
1985,2,343476,4,4,1,9,4,1,1,0,0,30,38,0,0,0
1991,2,319422,5,6,1,6,4,1,1,0,0,60,27,1,0,0
1980,5,197919,5,6,3,12,1,1,0,0,0,40,38,1,0,0
1954,2,216390,2,2,1,7,3,1,0,2653,0,40,38,2,0,0
1983,2,347653,11,9,1,2,4,1,1,0,1977,50,38,1,1,0
1968,2,178353,5,6,1,2,4,1,1,0,0,40,38,2,1,0
1949,3,165968,7,5,2,1,0,1,0,0,0,30,38,3,0,0
1992,2,137367,3,3,0,9,0,3,1,0,0,40,17,0,0,0
1974,2,168212,10,10,1,2,4,1,1,0,1902,65,38,2,1,0
1967,3,73309,4,4,2,9,0,1,1,0,0,55,38,2,1,0
1983,2,265266,6,5,1,3,4,1,1,0,0,40,38,1,0,0
2002,2,168187,5,6,0,12,1,1,0,0,0,50,38,0,0,0
1975,5,31267,8,7,1,2,4,1,1,0,0,50,38,0,0,0
2000,2,201680,4,4,0,4,1,1,1,0,0,60,38,0,0,0
1971,2,193720,5,6,1,1,4,1,1,0,1977,40,38,2,1,0
1975,5,194895,5,6,1,8,4,1,1,7298,0,40,38,3,1,0
1983,3,209344,4,4,1,5,2,1,0,0,0,40,4,1,0,0
1982,5,126319,8,7,1,2,3,1,0,0,0,40,38,3,1,0
2004,2,159297,5,6,0,4,5,3,0,0,0,15,38,0,0,0
1965,2,126677,5,6,1,1,4,1,1,0,0,50,38,1,1,0
1976,2,107682,4,4,2,7,0,1,0,0,0,10,38,1,0,0
1970,5,163557,4,4,0,4,0,1,0,0,0,30,38,0,0,0
1973,4,166386,8,7,1,1,3,3,0,0,0,35,34,3,0,0
2003,2,223352,4,4,0,12,0,1,0,1055,0,30,38,0,0,0
1989,2,99357,9,8,1,2,3,1,0,15024,0,50,38,2,1,0
1961,2,133166,10,10,1,2,4,1,1,0,0,12,38,3,0,0
1985,2,192702,9,8,0,9,0,1,0,0,0,50,38,0,0,0
1994,2,310889,5,6,0,8,0,1,1,0,0,55,38,0,0,0
1976,3,265477,6,5,1,2,4,1,1,0,0,40,38,0,0,0
2006,2,20057,2,2,0,12,2,3,0,0,0,40,28,0,0,0
1996,2,214385,7,5,0,1,5,2,0,0,0,40,38,0,0,0
1992,2,170017,4,4,1,9,4,1,1,0,0,50,38,2,0,0
1960,2,22186,5,6,2,3,0,1,0,0,0,35,38,0,0,0
1972,3,313243,4,4,1,9,4,1,1,0,0,55,38,1,1,0
1977,2,284916,4,4,1,5,4,1,1,7298,0,45,38,3,1,0
1988,2,184655,4,4,1,7,4,1,1,0,0,48,38,3,0,0
2001,2,154921,1,1,0,7,0,1,1,0,0,50,38,0,0,0
2007,2,270942,4,4,0,12,2,1,1,0,0,35,24,0,0,0
1987,2,122265,4,4,3,12,0,3,0,0,0,42,24,1,0,0
1994,2,119164,8,7,0,12,1,1,1,0,0,40,24,0,0,0
2004,2,243878,5,6,0,9,5,1,1,0,0,40,38,0,0,0
1998,2,94652,5,6,0,9,5,4,1,0,0,40,38,0,0,0
1974,5,199995,8,7,3,11,0,1,1,0,0,40,38,1,1,0
1991,2,250782,4,4,1,7,4,1,1,0,0,48,38,3,0,0
1988,2,152307,4,4,1,7,4,1,1,0,0,40,38,2,0,0
1995,2,108775,4,4,1,7,4,1,1,0,0,40,5,1,0,0
1994,2,173005,4,4,1,4,4,1,1,0,0,44,38,1,0,0
1987,2,131463,3,3,3,12,1,1,0,0,0,33,38,2,0,0
1999,2,60358,8,7,0,1,5,1,1,0,0,40,38,0,0,0
1969,2,181220,4,4,1,1,4,1,1,0,0,50,38,0,0,0
1963,2,128230,4,4,1,2,4,1,1,0,0,30,38,3,0,0
1994,2,149118,4,4,3,9,0,1,0,0,0,40,38,3,0,0
1960,3,30664,7,5,1,10,4,1,1,0,0,30,38,3,0,0
1982,2,288154,5,6,1,9,4,1,1,0,0,89,38,2,1,0
1982,5,569930,8,7,1,4,4,1,1,0,0,45,38,2,1,0
1979,2,166107,9,8,0,4,0,3,0,0,0,40,28,0,0,0
1977,2,365516,9,8,3,2,1,1,0,0,0,40,38,2,0,0
1982,2,27444,5,6,1,2,0,1,1,0,0,40,38,3,1,0
1968,5,93415,4,4,2,4,1,3,0,0,0,40,38,3,0,0
1958,3,28061,2,2,2,10,1,1,1,0,0,50,38,0,0,0
1986,2,179488,6,5,3,9,0,1,1,0,0,40,38,1,0,0
2001,2,146399,8,7,0,9,0,1,1,0,0,55,38,0,0,0
1962,2,197514,4,4,1,5,3,1,0,0,0,16,38,1,0,0
1990,2,207668,5,6,1,8,4,1,1,0,1887,40,38,1,1,0
1998,2,253841,4,4,0,8,0,1,1,0,0,45,38,0,0,0
1984,2,197919,6,5,3,5,1,1,0,0,0,40,38,3,0,0
1999,2,306666,5,6,1,5,4,2,1,0,0,45,38,1,0,0
1951,2,131982,8,7,1,5,4,3,1,0,0,5,40,3,0,0
1980,2,109339,3,3,3,7,1,5,0,0,0,46,31,0,0,0
1984,2,141537,3,3,3,7,0,2,0,0,0,40,38,2,0,0
1990,2,271933,9,8,0,1,1,1,0,0,0,50,38,0,0,0
1995,3,33798,4,4,1,6,4,1,1,0,0,45,38,2,0,0
2007,2,193830,3,3,0,5,5,1,0,0,0,20,38,0,0,0
1989,2,159179,5,6,0,5,0,1,1,0,0,40,38,0,0,0
1985,2,324420,1,1,1,9,4,1,1,0,0,45,24,3,0,0
1981,2,158926,9,8,1,2,3,3,0,0,0,50,33,2,0,0
1983,2,145220,2,2,0,13,1,1,0,0,0,40,3,0,0,0
1953,2,149040,3,3,0,12,0,1,0,0,0,40,38,0,0,0
1968,2,365050,2,2,0,10,1,2,0,0,0,20,38,0,0,0
1983,3,112362,4,4,1,10,4,1,1,0,0,38,38,0,0,0
1960,3,170421,5,6,2,9,0,1,0,0,0,8,38,3,0,0
1989,2,265662,8,7,1,5,4,1,1,0,0,40,38,3,1,0
1991,2,217460,4,4,1,5,4,1,1,0,0,60,38,3,1,0
1967,2,114495,4,4,1,1,4,1,1,0,0,60,38,2,0,0
1991,2,190772,4,4,0,4,0,1,0,0,1617,40,38,0,0,0
2003,2,313702,5,6,0,5,0,1,1,0,0,40,38,0,0,0
1982,2,40151,7,5,1,12,4,1,1,0,0,30,38,1,0,0
1985,2,63910,5,6,0,4,5,3,0,0,0,40,38,0,0,0
1988,2,190759,8,7,1,2,4,1,1,0,0,45,38,2,1,0
2003,2,224640,5,6,0,5,5,1,0,0,0,40,38,0,0,0
1982,5,31621,6,5,3,4,0,1,0,0,0,40,38,1,0,0
2007,2,128617,3,3,0,8,5,1,1,0,0,26,38,0,0,0
1968,5,67153,9,8,1,1,4,1,1,0,0,40,30,1,1,0
2006,4,119422,4,4,0,12,1,3,0,0,0,30,17,0,0,0
1975,4,127111,4,4,1,1,4,1,1,0,0,50,38,3,0,0
2002,2,120518,4,4,2,4,5,1,0,0,0,40,38,3,0,0
2002,2,199336,5,6,0,7,5,1,1,0,0,25,38,0,0,0
1998,2,187577,7,5,0,5,0,1,1,0,0,55,38,0,0,0
1979,2,255014,5,6,1,9,4,1,1,0,0,55,38,2,1,0
1983,3,197176,8,7,1,10,4,1,1,0,0,75,38,1,1,0
1993,3,210164,4,4,1,1,4,1,1,0,0,40,38,1,1,0
1988,2,312206,4,4,1,7,4,1,1,0,0,40,38,3,0,0
1995,2,351324,5,6,0,5,1,1,0,0,0,40,38,0,0,0
1979,2,206459,5,6,1,4,4,1,1,0,0,40,38,2,0,0
2003,2,322931,5,6,0,9,0,1,1,0,0,55,38,0,0,0
2003,2,57711,4,4,0,12,0,1,0,0,0,30,38,0,0,0
1967,4,195835,4,4,1,1,4,1,1,0,0,40,38,3,0,0
1993,2,348491,8,7,0,1,0,2,0,0,0,40,38,0,0,0
2001,2,267471,3,3,0,5,5,1,0,0,0,25,38,0,0,0
1972,2,241444,1,1,1,9,4,5,1,0,0,50,31,1,0,0
1970,2,186117,8,7,1,9,4,1,1,0,0,45,38,1,1,0
1975,2,255559,5,6,1,4,3,1,0,0,0,40,38,3,1,0
1965,5,117299,4,4,1,9,4,1,1,0,1887,40,38,0,1,0
1982,3,303044,4,4,1,10,4,3,1,0,0,40,0,1,1,0
1977,2,118972,4,4,1,6,4,1,1,0,0,50,38,1,1,0
1978,2,109227,5,6,3,1,1,1,0,0,0,70,38,3,0,0
1980,3,274363,4,4,3,5,0,1,1,0,0,50,38,1,0,0
1983,3,277783,5,6,3,9,0,1,1,0,2001,50,38,0,0,0
2001,5,170091,5,6,0,2,5,1,0,0,0,6,38,0,0,0
1997,2,95647,8,7,0,2,5,3,1,0,0,40,38,0,0,0
2003,2,179720,4,4,0,12,2,1,0,0,0,30,38,0,0,0
