Tahun Kelahiran,Kelas Pekerjaan,fnlwgt,Pendidikan,Jenjang Pendidikan,Status,Pekerjaan,Hubungan,Etnis,sex,pendapatan,pengeluaran,hours per week,Asal Negara,jumlah_anak,income,no_income
2004,0,53878,2,2,1,3,2,1,0,0,0,40,0,0.0,0,0
1966,0,159378,2,2,0,6,0,1,0,0,0,45,0,3.0,1,0
2002,0,125010,7,4,1,2,1,1,1,0,0,30,0,0.0,0,0
1980,3,90021,2,2,0,3,0,1,0,0,0,30,0,1.0,0,0
1987,0,267085,3,3,0,7,0,1,0,0,0,40,0,0.0,0,0
1970,1,51048,2,2,0,1,0,1,0,0,0,40,0,2.0,1,0
1995,0,79481,3,3,1,2,1,1,1,0,0,40,0,0.0,0,0
1985,0,108540,2,2,0,4,0,1,0,0,0,40,0,1.0,0,0
1949,0,111177,0,0,3,1,1,1,1,25124,0,16,0,3.0,1,0
1989,3,128876,6,6,0,2,0,1,0,0,0,40,0,0.0,0,0
1986,1,143517,0,0,1,0,3,1,0,0,0,40,0,0.0,0,0
1986,2,125324,3,3,0,0,0,1,0,0,0,80,0,2.0,1,0
1979,1,179638,1,1,1,0,1,1,0,0,0,40,0,2.0,1,0
2002,0,186849,5,5,2,4,3,1,0,0,0,50,0,0.0,0,0
2006,0,120243,5,5,1,1,3,1,0,0,0,27,0,0.0,0,0
2004,0,212668,3,3,1,4,3,1,1,0,0,30,0,0.0,0,0
1989,0,162256,7,4,1,7,1,1,1,6849,0,40,0,1.0,0,0
1991,0,236396,0,0,0,4,0,1,0,0,1902,55,0,0.0,1,0
2001,0,35448,3,3,1,5,2,1,1,0,0,25,0,0.0,0,0
2002,0,103762,0,0,1,0,3,1,1,0,0,40,0,0.0,0,0
1988,3,328466,8,7,0,2,0,1,0,0,0,50,4,1.0,1,0
2001,0,40060,3,3,0,2,0,1,0,0,0,40,0,1.0,0,0
1997,0,263614,4,4,0,3,0,1,0,0,0,45,0,1.0,1,0
1991,0,163392,2,2,0,1,0,4,0,0,0,48,0,3.0,1,0
1985,0,291665,2,2,0,7,0,1,0,4508,0,24,0,3.0,0,0
1974,0,196193,0,0,0,3,0,1,0,0,0,40,0,0.0,0,0
1967,0,64960,7,4,0,1,0,1,0,0,1902,45,0,2.0,0,0
1981,0,198330,1,1,1,1,2,2,1,0,0,37,0,2.0,0,0
1991,0,268571,3,3,0,5,0,1,0,0,0,40,0,2.0,0,0
1965,0,135647,5,5,0,4,0,1,0,0,0,60,0,2.0,0,0
1993,1,189265,2,2,1,7,1,1,1,0,0,40,0,0.0,0,0
1971,0,154891,6,6,0,2,0,1,0,0,0,40,0,2.0,0,0
2002,0,229456,2,2,1,7,3,2,1,0,0,38,0,0.0,0,0
1981,1,227910,7,4,0,1,4,1,1,0,0,40,0,1.0,1,0
1985,0,706180,0,0,1,4,2,1,1,0,0,40,0,0.0,0,0
1965,0,147989,2,2,0,6,0,1,0,0,0,40,0,1.0,0,0
1995,0,54411,2,2,1,2,1,1,0,0,0,50,0,0.0,0,0
1996,3,192838,7,4,0,3,0,1,0,0,0,45,0,1.0,0,0
2003,0,306779,3,3,1,1,3,1,0,0,0,40,0,0.0,0,0
1999,0,166415,2,2,1,2,2,1,0,0,0,52,0,0.0,0,0
2000,0,283731,0,0,1,1,3,1,0,0,0,40,0,0.0,0,0
1991,1,400943,1,1,0,1,0,1,0,0,0,50,0,3.0,1,0
1996,0,265628,7,4,1,2,3,1,1,0,0,40,0,0.0,0,0
1971,0,64322,2,2,0,0,0,1,0,0,0,40,0,3.0,0,0
1972,0,167651,7,4,0,3,0,1,0,0,0,40,0,1.0,1,0
2004,0,381357,6,6,1,2,3,1,0,0,0,28,0,0.0,0,0
2007,0,202344,5,5,1,5,3,1,0,0,0,25,0,0.0,0,0
1985,1,67187,2,2,1,0,3,4,1,0,0,40,0,0.0,0,0
1988,1,196529,1,1,0,1,4,1,1,0,0,40,0,0.0,1,0
1962,0,214288,2,2,0,6,0,1,0,0,0,40,0,2.0,0,0
1994,0,188146,2,2,0,6,0,1,0,5013,0,40,0,3.0,0,0
1982,0,68469,2,2,0,3,0,1,0,0,0,40,0,1.0,0,0
1997,0,35032,3,3,0,2,0,1,0,0,0,40,0,1.0,1,0
1970,0,155433,2,2,0,5,4,1,1,0,0,35,0,2.0,0,0
1973,0,79324,3,3,0,4,0,1,0,0,0,40,0,3.0,0,0
1964,0,51290,6,6,1,5,1,1,1,0,0,40,0,3.0,0,0
1988,0,254202,2,2,1,0,2,1,1,0,0,50,0,1.0,0,0
1980,0,148138,10,9,0,0,0,3,0,15024,0,40,7,1.0,1,0
1977,3,159869,10,9,0,3,0,1,0,0,0,50,0,0.0,0,0
1964,1,194252,1,1,0,0,4,1,1,3103,0,40,0,1.0,1,0
1979,0,168038,0,0,0,0,0,1,0,0,0,32,0,3.0,0,0
1978,1,215895,0,0,0,2,0,1,0,0,0,40,0,2.0,1,0
1995,0,71067,9,8,1,1,1,1,1,0,0,55,0,0.0,0,0
1989,0,216711,2,2,0,3,0,1,0,0,0,40,0,3.0,1,0
1985,2,163057,3,3,1,3,1,1,0,0,0,99,0,2.0,0,0
1988,0,145576,1,1,0,7,0,1,0,0,1977,40,7,2.0,1,0
1981,0,110556,2,2,1,0,2,2,1,0,0,40,0,2.0,0,0
1986,0,333651,0,0,0,1,0,1,0,15024,0,70,0,2.0,1,0
1996,0,212091,2,2,0,6,0,1,0,2580,0,40,0,1.0,0,0
1959,3,22907,6,6,0,2,0,1,0,0,0,40,0,3.0,0,0
1966,0,242670,2,2,1,7,2,1,1,0,0,40,0,0.0,0,0
1997,1,208406,0,0,1,1,1,1,0,0,0,30,0,0.0,0,0
1990,0,268051,3,3,0,2,5,2,1,0,0,25,19,2.0,0,0
1983,0,110562,0,0,0,0,0,1,0,0,0,40,0,0.0,0,0
1985,0,224566,0,0,0,0,0,1,0,0,0,60,0,3.0,1,0
1959,0,262446,5,5,0,5,0,1,0,0,0,20,0,1.0,0,0
2001,0,381741,4,4,1,1,3,1,0,0,1721,20,0,0.0,0,0
1972,0,150812,3,3,1,7,2,1,1,0,0,35,0,1.0,0,0
1976,0,198000,3,3,1,3,2,1,1,0,0,38,0,0.0,1,0
1951,0,123160,5,5,3,5,1,1,1,0,0,10,0,1.0,0,0
1987,0,224886,2,2,0,2,0,1,0,0,0,42,0,0.0,0,0
1995,3,128516,4,4,1,4,2,1,1,0,0,40,0,0.0,1,0
1989,0,22055,3,3,0,1,0,4,0,0,0,60,0,2.0,0,0
1971,0,291755,7,4,0,3,0,1,0,0,0,40,0,3.0,0,0
1951,0,132737,5,5,1,1,1,1,0,0,0,4,0,0.0,0,0
1994,3,455995,5,5,1,3,1,1,0,0,0,45,0,0.0,1,0
1977,0,328216,3,3,0,2,0,1,0,7298,0,40,0,3.0,1,0
1970,1,173050,1,1,0,1,0,1,0,7688,0,40,0,0.0,1,0
2007,0,311907,5,5,1,5,3,1,0,0,0,25,0,0.0,0,0
1997,0,225291,3,3,1,7,1,1,1,0,0,40,0,0.0,0,0
2005,0,220819,2,2,1,2,3,1,1,0,0,40,0,0.0,0,0
2007,2,181608,5,5,1,4,3,1,0,0,0,12,0,0.0,0,0
1976,0,379883,1,1,0,1,0,1,0,0,0,40,17,2.0,1,0
1996,0,192200,0,0,0,1,0,1,0,0,0,40,0,1.0,0,0
2005,0,269991,2,2,1,5,3,1,0,0,0,40,23,0.0,0,0
1996,0,210765,2,2,1,3,3,1,0,0,0,40,0,0.0,0,0
2002,0,194630,0,0,1,4,1,1,0,0,0,45,0,0.0,0,0
1958,0,306178,5,5,1,1,1,1,0,2050,0,40,0,0.0,0,0
2005,0,125010,2,2,1,2,3,1,0,0,0,45,0,0.0,0,0
1996,0,200819,6,6,2,1,3,1,0,0,0,84,0,0.0,0,0
1992,0,105650,2,2,0,0,4,1,1,0,0,50,0,3.0,1,0
2001,0,32732,0,0,1,1,1,1,0,0,0,15,0,0.0,0,0
1985,0,158962,3,3,1,6,2,1,1,0,0,40,0,2.0,0,0
1994,0,1184622,3,3,0,2,0,2,0,0,0,35,0,1.0,0,0
1988,0,172256,2,2,0,6,0,1,0,0,0,44,0,0.0,1,0
1968,0,136472,6,6,0,6,0,2,0,0,0,48,0,0.0,0,0
2006,1,76142,5,5,1,5,3,1,0,0,0,8,0,0.0,0,0
1980,1,161240,2,2,1,6,1,1,0,0,0,40,0,2.0,0,0
2001,0,184400,5,5,1,2,3,3,0,0,0,30,0,0.0,0,0
1977,0,148724,2,2,0,4,0,2,0,0,0,40,0,2.0,0,0
1957,0,123393,5,5,0,2,0,1,0,0,0,40,0,0.0,0,0
1997,0,178564,3,3,1,7,3,1,0,0,0,30,0,0.0,0,0
1985,0,174242,0,0,0,0,0,1,0,15024,0,60,0,0.0,1,0
1989,0,187112,0,0,1,5,1,1,1,0,0,45,0,0.0,0,0
1988,0,247321,2,2,0,3,0,1,0,0,0,45,0,1.0,0,0
1970,0,227832,3,3,0,7,0,1,0,0,0,40,0,2.0,0,0
1988,0,348960,2,2,1,2,1,1,0,0,0,50,0,0.0,0,0
1976,0,182211,2,2,0,3,0,1,0,0,0,44,0,2.0,1,0
1987,0,312271,1,1,1,0,1,1,0,0,0,65,0,0.0,0,0
1964,3,153356,2,2,1,4,1,2,0,2597,0,55,0,0.0,0,0
1983,0,156566,3,3,0,3,0,1,0,0,0,40,0,2.0,1,0
1979,0,289353,2,2,0,2,0,2,0,0,0,24,0,2.0,0,0
1997,0,118230,0,0,1,0,3,1,1,0,0,40,0,0.0,0,0
2001,0,163090,4,4,1,4,3,1,0,0,0,20,0,0.0,0,0
1989,0,78247,7,4,0,3,0,1,0,0,0,50,0,2.0,0,0
2004,0,190423,3,3,1,5,1,1,1,0,0,20,0,0.0,0,0
1984,0,140559,2,2,1,5,2,1,1,0,0,25,0,0.0,0,0
2006,3,230373,5,5,1,5,3,1,1,594,0,4,0,0.0,0,0
1989,0,241306,2,2,0,7,0,1,0,0,0,45,0,0.0,0,0
1989,0,176756,5,5,0,5,0,2,0,0,0,40,0,1.0,0,0
1972,0,99185,2,2,0,4,0,1,0,7298,0,50,0,3.0,1,0
2005,1,60412,3,3,1,7,3,1,1,0,0,15,0,0.0,0,0
2006,0,180039,5,5,1,4,3,1,1,0,0,20,0,0.0,0,0
1979,1,54190,1,1,0,1,0,1,0,0,0,50,0,1.0,1,0
1988,0,128757,0,0,0,5,0,2,0,7298,0,36,0,0.0,1,0
1981,1,241528,1,1,1,1,2,1,1,0,0,40,0,2.0,0,0
1983,0,168730,3,3,0,4,0,1,0,0,0,50,0,1.0,1,0
1995,0,100219,4,4,1,6,2,1,0,0,0,45,0,0.0,0,0
2003,0,118657,2,2,4,6,5,1,0,0,0,40,0,2.0,0,0
1991,1,150657,0,0,1,1,5,2,1,0,0,40,0,0.0,0,0
1988,0,102864,2,2,1,6,3,1,1,0,0,40,0,0.0,0,0
1986,0,227945,1,1,0,1,0,1,0,99999,0,65,0,0.0,1,0
1971,1,195922,1,1,1,1,1,1,1,0,0,40,0,2.0,0,0
1997,1,47907,0,0,1,7,1,1,1,0,0,40,0,0.0,0,0
2000,0,88126,2,2,1,3,1,1,0,0,0,40,0,0.0,0,0
2005,0,170720,5,5,1,5,3,1,0,0,0,16,0,0.0,0,0
1977,0,166634,3,3,1,0,2,1,1,0,0,40,2,1.0,0,0
1997,0,113054,2,2,1,6,1,1,0,0,0,43,0,0.0,0,0
1956,0,224019,3,3,1,0,1,1,0,0,0,30,0,2.0,0,0
1995,0,342989,2,2,1,7,3,1,1,0,0,40,0,0.0,0,0
1989,0,229328,2,2,0,6,4,2,1,0,0,40,0,0.0,0,0
1988,0,127306,0,0,1,0,3,1,1,0,0,40,0,0.0,0,0
1985,0,203180,3,3,1,2,2,1,1,0,0,45,0,3.0,0,0
2007,0,347322,5,5,1,4,3,1,1,0,0,20,0,0.0,0,0
1986,0,27408,2,2,1,3,2,1,0,0,0,50,0,3.0,0,0
2000,0,112683,2,2,1,1,1,1,1,0,0,32,0,0.0,0,0
1980,2,78374,1,1,1,0,2,3,1,0,0,40,0,1.0,0,0
1982,1,227065,1,1,1,1,1,1,0,0,0,22,0,0.0,0,0
2004,0,109813,5,5,1,2,5,1,0,0,0,40,0,0.0,0,0
1966,0,197114,5,5,0,3,0,1,0,0,0,40,0,3.0,0,0
1994,0,363296,2,2,1,2,2,2,0,0,0,72,0,0.0,0,0
2001,0,361481,5,5,0,5,0,1,0,0,0,40,0,0.0,0,0
2002,1,273734,2,2,1,2,3,1,0,0,0,20,0,0.0,0,0
1997,0,192283,7,4,1,2,3,1,1,0,0,38,0,0.0,0,0
1953,0,182395,0,0,1,3,1,1,0,11678,0,45,0,0.0,1,0
1965,0,113203,2,2,1,7,1,1,1,0,0,40,0,1.0,0,0
1996,0,153546,5,5,1,5,2,1,1,0,0,40,0,1.0,0,0
1970,0,294991,5,5,0,2,0,1,0,0,0,40,0,0.0,0,0
2003,0,169699,2,2,1,7,1,1,1,0,0,40,0,0.0,0,0
1967,1,110417,2,2,0,3,0,1,0,99999,0,40,0,0.0,1,0
1981,0,223277,3,3,1,3,1,1,0,0,0,40,0,1.0,0,0
1995,3,151476,7,4,1,7,1,1,1,2174,0,40,0,0.0,0,0
1972,0,48947,3,3,1,7,2,1,1,0,0,45,0,1.0,0,0
2004,0,108887,2,2,1,6,3,1,1,0,0,40,0,0.0,0,0
1988,0,206521,2,2,1,6,1,1,0,0,0,40,0,0.0,0,0
1969,0,83401,8,7,1,6,2,1,1,0,0,40,0,0.0,0,0
1974,3,231196,0,0,1,4,1,1,0,0,0,50,0,1.0,0,0
1990,0,179877,3,3,0,6,0,1,0,0,0,40,0,3.0,1,0
1953,0,99894,8,7,3,2,1,3,1,0,0,75,0,1.0,0,0
1983,0,49156,2,2,0,3,0,1,0,0,0,40,0,0.0,0,0
1973,0,123429,1,1,0,0,0,1,0,0,0,50,0,2.0,1,0
1996,0,715938,0,0,1,3,3,2,0,0,0,40,0,0.0,0,0
1970,1,93449,1,1,0,1,0,3,0,0,0,40,26,3.0,1,0
1956,3,133736,3,3,0,4,0,1,0,20051,0,40,0,1.0,1,0
1996,1,25864,2,2,1,0,2,4,1,0,0,35,0,0.0,0,0
1981,0,341204,3,3,1,7,1,1,1,0,0,40,0,3.0,0,0
1966,0,320102,10,9,0,1,0,1,0,0,0,50,0,1.0,1,0
1988,2,306156,3,3,0,4,0,1,0,15024,0,60,0,0.0,1,0
1997,0,69132,0,0,1,2,1,1,0,0,0,37,0,0.0,0,0
1975,1,324791,0,0,0,1,0,1,0,0,0,50,0,2.0,1,0
1959,0,461715,2,2,1,4,2,1,1,0,0,25,0,0.0,0,0
1989,0,317780,3,3,1,1,2,2,1,0,0,40,0,0.0,0,0
1995,0,385092,3,3,2,1,3,1,1,0,0,36,0,0.0,0,0
1991,2,117963,4,4,0,0,0,1,0,0,1887,60,0,0.0,1,0
1971,3,101017,2,2,0,0,0,1,0,0,0,35,0,0.0,0,0
1990,0,362787,2,2,1,1,2,2,1,0,0,35,0,0.0,0,0
1973,0,182740,2,2,1,1,2,1,0,0,0,40,0,1.0,0,0
1980,0,111502,2,2,0,4,4,1,1,0,0,40,0,3.0,0,0
1985,3,274683,3,3,0,4,0,1,0,7688,0,50,0,1.0,1,0
1959,0,200749,2,2,0,1,0,1,0,0,0,25,0,0.0,0,0
2003,0,372636,2,2,1,4,3,2,0,0,0,40,0,0.0,0,0
1993,0,100997,3,3,0,1,0,4,0,0,0,40,0,0.0,0,0
1966,3,143731,2,2,0,4,0,1,0,0,0,72,0,2.0,1,0
1950,0,192290,5,5,0,7,0,1,0,0,0,20,0,1.0,0,0
2005,0,214678,2,2,1,5,3,1,0,0,0,30,0,0.0,0,0
1981,0,266439,2,2,1,6,1,1,0,0,0,45,0,2.0,0,0
2004,0,142233,2,2,1,4,1,1,1,0,0,35,0,0.0,0,0
2002,0,258509,2,2,1,2,3,2,0,0,0,24,0,0.0,0,0
2005,0,116562,2,2,1,5,3,1,1,0,0,40,0,0.0,0,0
1991,1,220430,0,0,0,2,0,2,0,0,0,70,0,3.0,1,0
1974,0,185846,2,2,0,4,0,1,0,0,0,55,0,3.0,1,0
1993,1,121055,2,2,0,3,0,1,0,0,0,70,0,0.0,1,0
1993,0,55849,3,3,0,3,0,1,0,0,0,45,0,3.0,0,0
1979,2,84324,4,4,0,1,0,1,0,0,0,50,0,1.0,1,0
2003,0,191243,3,3,1,5,3,1,0,0,0,40,0,0.0,0,0
1968,0,247337,0,0,0,1,0,1,0,0,0,50,0,1.0,1,0
1981,0,180303,0,0,0,0,0,3,0,0,0,50,0,2.0,1,0
1988,0,31438,5,5,0,2,0,1,0,0,0,43,0,2.0,0,0
1980,0,151985,1,1,0,0,4,1,1,0,0,24,0,3.0,1,0
1987,1,327120,3,3,0,2,0,1,0,0,0,30,0,1.0,0,0
1952,0,205343,5,5,1,7,2,1,1,0,0,40,0,1.0,0,0
1957,0,247566,2,2,0,2,0,1,0,0,0,24,0,1.0,0,0
1999,0,258276,3,3,1,2,1,4,0,0,0,40,0,0.0,0,0
1990,0,154548,3,3,1,7,2,1,1,0,0,38,0,0.0,0,0
1966,0,216851,6,6,1,2,3,1,0,0,0,40,12,0.0,0,0
1988,1,180805,2,2,1,2,1,3,0,0,0,40,0,0.0,0,0
1979,0,179659,0,0,0,3,0,1,0,3103,0,40,0,1.0,1,0
1984,0,126845,3,3,0,7,0,1,0,0,0,40,0,1.0,1,0
1959,0,88513,2,2,0,4,0,1,0,0,0,18,0,0.0,0,0
1993,0,246439,3,3,0,2,0,1,0,7298,0,50,0,0.0,1,0
1971,0,135105,0,0,1,1,1,1,1,0,0,50,0,0.0,0,0
1956,0,407338,3,3,0,1,0,1,0,0,0,20,0,2.0,0,0
1990,0,243165,0,0,0,5,0,1,0,0,0,30,0,0.0,1,0
1992,0,123964,3,3,0,4,0,1,0,4386,0,50,0,0.0,0,0
1973,0,508891,2,2,2,6,3,2,0,0,0,40,0,0.0,0,0
1981,0,334946,2,2,0,2,0,2,0,0,0,40,0,3.0,0,0
1990,0,173730,2,2,0,4,0,1,0,0,0,50,0,3.0,0,0
1972,0,126978,2,2,0,6,4,3,1,0,0,40,24,3.0,0,0
1969,0,106707,4,4,0,1,0,2,0,0,0,20,0,3.0,1,0
1994,0,204374,0,0,1,4,1,1,0,0,1741,48,0,0.0,0,0
1976,0,155664,2,2,0,3,0,1,0,7688,0,70,0,0.0,1,0
2001,0,197387,8,7,0,2,5,1,0,0,0,40,4,0.0,0,0
1977,3,235646,1,1,0,1,0,1,0,0,0,40,0,2.0,1,0
1981,1,337469,3,3,1,7,1,1,1,594,0,20,4,3.0,0,0
1982,1,52781,1,1,0,1,0,1,0,0,1902,40,0,3.0,1,0
2003,0,25265,2,2,1,3,3,1,0,0,0,40,0,0.0,0,0
1976,0,135525,4,4,1,7,1,1,1,0,0,40,0,1.0,0,0
1999,1,84224,0,0,1,1,1,1,1,0,0,40,0,0.0,0,0
1986,1,236687,3,3,1,1,3,1,0,0,0,40,0,0.0,0,0
2005,0,223669,3,3,1,5,3,1,0,0,0,30,0,0.0,0,0
1992,0,188557,2,2,1,6,1,1,0,0,0,40,0,0.0,0,0
1981,3,241895,0,0,1,4,1,1,0,0,0,42,0,0.0,0,0
1988,0,414683,0,0,0,1,0,2,0,0,0,40,0,2.0,0,0
1996,0,191027,4,4,1,5,1,1,0,0,0,40,0,0.0,0,0
1988,0,248708,4,4,1,3,1,1,0,0,0,40,0,0.0,0,0
1973,2,304955,1,1,0,0,0,1,0,0,0,50,0,0.0,1,0
1978,2,110457,1,1,0,0,0,1,0,0,0,55,0,3.0,1,0
2001,0,45834,0,0,1,0,1,1,1,0,0,50,0,0.0,0,0
2001,0,615367,0,0,1,4,1,1,1,0,0,40,0,0.0,0,0
1974,3,203098,0,0,0,0,0,1,0,0,0,35,0,1.0,0,0
1983,0,56795,1,1,0,1,4,1,1,0,0,45,13,2.0,0,0
1998,1,197530,1,1,1,1,1,1,1,0,0,40,0,0.0,0,0
1979,0,362883,3,3,0,2,0,1,0,0,0,40,0,1.0,0,0
2006,0,214617,3,3,1,4,3,1,0,0,0,16,0,0.0,0,0
1974,1,46401,0,0,1,1,2,1,1,0,0,50,0,2.0,0,0
1972,0,260938,1,1,0,4,0,1,0,0,0,40,0,1.0,0,0
1974,1,124076,0,0,0,1,4,1,1,0,0,40,0,1.0,1,0
1998,0,167106,2,2,1,3,5,3,0,0,0,40,33,0.0,0,0
1974,1,154779,3,3,1,7,1,2,1,0,0,40,0,3.0,0,0
1972,0,416059,0,0,0,1,0,2,0,0,0,40,0,0.0,1,0
1964,0,191188,2,2,0,2,0,1,0,0,0,40,0,2.0,0,0
2002,0,210474,2,2,1,5,1,1,1,0,0,40,0,0.0,0,0
1996,0,199566,0,0,0,5,0,2,0,0,0,40,0,2.0,0,0
1982,0,76487,2,2,0,7,0,1,0,0,0,45,0,3.0,0,0
1984,1,179580,2,2,0,7,4,1,1,0,0,40,0,2.0,0,0
1988,0,361888,2,2,0,2,0,1,0,0,0,45,0,3.0,1,0
1989,1,211115,3,3,1,2,1,2,0,0,0,40,0,0.0,0,0
1982,0,78765,3,3,0,3,0,1,0,3103,0,45,0,3.0,1,0
1988,0,29814,2,2,1,2,5,1,0,0,0,50,0,0.0,0,0
1995,1,116751,7,4,1,2,2,1,0,0,0,56,0,1.0,0,0
1966,0,119751,2,2,0,2,5,3,1,0,0,60,18,2.0,0,0
1952,0,106890,7,4,3,7,1,1,1,0,0,40,0,0.0,0,0
1996,0,253814,2,2,1,5,2,1,1,0,0,35,0,3.0,0,0
1983,0,132633,5,5,1,2,2,1,1,0,0,25,29,0.0,0,0
1993,0,229636,3,3,0,3,0,1,0,0,0,45,4,3.0,0,0
1987,0,372525,1,1,1,1,2,1,0,0,0,48,0,0.0,0,0
2005,0,220001,3,3,1,2,3,1,0,0,0,50,0,0.0,0,0
2003,3,25631,3,3,1,2,3,1,0,0,0,40,0,0.0,0,0
1994,1,131568,0,0,0,1,0,1,0,0,0,40,0,1.0,1,0
1974,0,211116,5,5,0,5,0,2,0,0,0,40,0,2.0,0,0
1979,1,190406,9,8,1,1,2,2,0,25236,0,36,0,1.0,1,0
1984,3,282678,1,1,1,0,2,1,1,0,0,20,0,2.0,0,0
1967,0,108426,2,2,0,5,0,2,0,0,0,48,13,1.0,0,0
1990,1,278378,2,2,0,2,0,2,0,0,0,40,0,2.0,0,0
1975,1,128990,0,0,0,1,0,1,0,0,0,40,0,0.0,1,0
1977,1,219632,4,4,1,0,1,1,0,0,1408,40,0,1.0,0,0
1986,0,132879,2,2,0,3,0,1,0,0,1902,40,0,3.0,1,0
1983,0,96635,2,2,1,0,1,3,0,0,0,60,0,0.0,0,0
1994,0,447739,10,9,1,1,1,1,0,0,0,60,0,0.0,0,0
1983,0,177905,1,1,0,1,0,1,0,0,0,45,0,3.0,1,0
1983,0,192107,0,0,0,3,0,1,0,0,0,40,0,0.0,0,0
1964,0,121127,5,5,3,4,1,1,1,0,0,40,0,1.0,0,0
1978,0,54190,2,2,0,3,0,1,0,0,0,60,0,0.0,0,0
1995,0,119429,2,2,1,3,1,2,0,0,0,40,0,0.0,0,0
1977,0,120781,1,1,0,0,0,3,0,15024,0,40,0,2.0,1,0
1965,0,279232,5,5,0,2,0,1,0,0,0,40,23,2.0,0,0
2000,0,33616,2,2,1,5,2,1,1,0,0,35,0,0.0,0,0
1995,0,265638,3,3,1,5,2,2,1,0,0,40,0,0.0,0,0
1977,0,151584,2,2,2,4,3,1,0,0,1876,40,0,0.0,0,0
1999,0,427744,5,5,0,0,0,1,0,0,0,40,0,3.0,0,0
1991,0,106670,0,0,0,1,4,1,1,0,0,40,0,1.0,1,0
1979,2,121124,9,8,1,3,1,1,0,0,0,50,0,0.0,1,0
1950,3,292915,0,0,0,0,0,1,0,0,1825,12,0,3.0,1,0
1967,2,106103,3,3,0,2,0,1,0,0,0,60,0,3.0,1,0
1966,0,322691,0,0,0,6,0,1,0,0,0,40,0,1.0,1,0
1992,0,309513,2,2,0,3,0,1,0,0,0,50,0,0.0,0,0
2000,0,200295,3,3,1,3,1,1,0,0,0,40,0,0.0,0,0
1994,0,35644,5,5,0,2,0,1,0,0,0,50,0,2.0,0,0
1990,1,419691,0,0,0,2,0,1,0,7298,0,54,0,3.0,1,0
1973,0,224763,6,6,0,2,0,1,0,0,0,40,17,2.0,0,0
1974,1,172046,3,3,0,0,0,1,0,0,0,40,0,3.0,1,0
1984,1,74949,3,3,1,0,1,1,0,0,0,40,0,0.0,0,0
2004,0,236523,5,5,1,1,3,2,0,0,0,40,0,0.0,0,0
1984,0,174395,2,2,1,5,1,1,0,0,0,60,6,2.0,0,0
2000,0,215443,2,2,1,5,1,1,0,0,0,40,0,0.0,0,0
1998,0,289980,8,7,0,2,0,1,0,0,0,30,4,3.0,0,0
1972,0,177995,8,7,0,2,0,1,0,0,0,56,4,3.0,1,0
1999,1,117833,3,3,0,0,4,1,1,0,0,19,0,2.0,0,0
1981,0,557349,5,5,0,2,0,1,0,0,0,40,34,0.0,0,0
1974,0,128814,2,2,1,5,2,1,1,0,0,25,0,1.0,0,0
1963,1,176753,2,2,0,2,0,1,0,0,0,48,0,2.0,0,0
1998,0,245029,0,0,1,7,1,2,1,0,0,40,0,0.0,0,0
1986,0,73471,3,3,0,4,0,1,0,0,0,50,0,1.0,0,0
1995,0,200511,2,2,0,4,0,1,0,0,0,50,0,1.0,0,0
1998,3,202560,3,3,1,1,3,1,1,0,0,35,0,0.0,0,0
2004,0,56322,3,3,1,5,3,1,0,2176,0,25,0,0.0,0,0
1998,0,49092,2,2,0,3,0,1,0,0,0,40,0,2.0,0,0
1975,3,263568,0,0,0,0,0,1,0,0,0,60,0,0.0,1,0
1983,2,140365,0,0,0,0,0,1,0,0,1902,55,0,2.0,1,0
1981,0,284403,4,4,0,4,0,2,0,0,0,60,0,2.0,0,0
1999,0,322585,2,2,1,4,1,1,0,0,0,45,0,0.0,0,0
1972,0,195638,2,2,1,5,2,1,1,0,0,45,0,0.0,0,0
1996,0,216178,2,2,0,4,0,1,0,0,0,40,0,3.0,0,0
2005,0,146679,3,3,1,0,3,2,0,0,0,30,0,0.0,0,0
1970,0,24108,3,3,1,0,1,1,1,0,0,40,0,0.0,0,0
1973,0,175985,2,2,0,1,0,1,0,0,0,40,0,3.0,0,0
1980,0,138077,0,0,1,7,2,1,1,0,0,32,0,0.0,0,0
2001,0,248978,5,5,0,2,0,1,0,0,0,40,4,0.0,0,0
1960,3,253296,2,2,3,5,5,1,1,0,0,40,0,2.0,0,0
1995,0,46987,2,2,1,7,1,1,1,0,0,55,0,0.0,0,0
1954,0,172652,1,1,0,1,0,1,0,0,0,8,0,0.0,0,0
1988,0,43701,3,3,3,4,1,1,1,0,0,20,0,2.0,0,0
1971,0,20438,3,3,1,0,2,4,1,0,0,15,0,0.0,0,0
1997,0,491421,8,7,1,2,2,1,0,0,0,50,0,0.0,0,0
1991,0,119409,2,2,0,6,4,5,1,0,0,40,5,2.0,0,0
1999,0,211424,0,0,1,5,3,1,0,0,0,40,0,0.0,0,0
1960,1,105748,2,2,0,2,0,1,0,0,0,40,0,1.0,0,0
1969,0,196126,0,0,1,3,1,1,0,0,0,40,0,2.0,0,0
1996,3,35032,0,0,1,0,1,1,0,0,0,50,0,0.0,0,0
2004,0,39477,3,3,1,1,1,1,1,0,0,30,0,0.0,0,0
1981,0,236985,2,2,0,3,0,2,0,0,0,40,0,3.0,0,0
1979,0,110171,2,2,1,2,1,1,0,0,0,40,0,0.0,0,0
2005,0,277695,11,10,1,2,1,1,0,0,0,36,33,0.0,0,0
1966,0,236596,2,2,0,7,0,1,0,0,0,45,0,3.0,1,0
